Year,Month,Harbor name,Ship count,Weight
2012,3,서귀포,0,0
2012,3,기타,0,0
2012,4,부산,"1,675","39,068,709"
2012,4,인천,543,"9,763,775"
2012,4,평택.당진,388,"9,232,208"
2012,4,경인항,0,0
2012,4,동해.묵호,84,"1,154,053"
2012,4,삼척,9,"14,778"
2012,4,속초,1,79
2012,4,옥계,6,"142,018"
2012,4,호산,0,0
2012,4,대산,150,"2,961,247"
2012,4,보령,11,"595,252"
2012,4,태안,9,"430,990"
2012,4,군산,128,"2,865,794"
2012,4,장항,6,"15,895"
2012,4,목포,70,"1,842,828"
2012,4,완도,0,0
2012,4,여수,116,"4,011,336"
2012,4,광양,680,"21,190,024"
2012,4,포항,211,"2,888,697"
2012,4,마산,134,"2,157,776"
2012,4,삼천포,9,"522,289"
2012,4,옥포,5,"21,698"
2012,4,장승포,0,0
2012,4,진해,17,"135,666"
2012,4,통영,17,"17,170"
2012,4,고현,5,"20,234"
2012,4,하동,8,"418,003"
2012,4,울산,695,"14,758,259"
2012,4,제주,14,"388,829"
2012,4,서귀포,0,0
2012,4,기타,0,0
2012,5,부산,"1,717","40,770,656"
2012,5,인천,579,"10,837,855"
2012,5,평택.당진,416,"9,753,729"
2012,5,경인항,1,"4,018"
2012,5,동해.묵호,92,"1,241,285"
2012,5,삼척,9,"15,120"
2012,5,속초,4,486
2012,5,옥계,8,"160,054"
2012,5,호산,0,0
2012,5,대산,165,"3,860,156"
2012,5,보령,6,"318,448"
2012,5,태안,9,"648,618"
2012,5,군산,138,"3,015,945"
2012,5,장항,4,"12,527"
2012,5,목포,72,"1,729,947"
2012,5,완도,0,0
2012,5,여수,151,"3,779,607"
2012,5,광양,740,"21,686,961"
2012,5,포항,233,"3,595,126"
2012,5,마산,131,"2,333,665"
2012,5,삼천포,10,"380,997"
2012,5,옥포,10,"65,813"
2012,5,장승포,0,0
2012,5,진해,17,"152,401"
2012,5,통영,18,"10,457"
2012,5,고현,4,"19,023"
2012,5,하동,8,"508,536"
2012,5,울산,706,"15,259,756"
2012,5,제주,21,"746,010"
2012,5,서귀포,0,0
2012,5,기타,0,0
2012,6,부산,"1,681","38,093,665"
2012,6,인천,541,"9,578,213"
2012,6,평택.당진,398,"9,343,208"
2012,6,경인항,6,"21,906"
2012,6,동해.묵호,91,"1,133,613"
2012,6,삼척,13,"22,471"
2012,6,속초,7,"2,001"
2012,6,옥계,12,"189,290"
2012,6,호산,0,0
2012,6,대산,167,"3,431,072"
2012,6,보령,7,"411,052"
2012,6,태안,8,"484,525"
2012,6,군산,124,"2,983,845"
2012,6,장항,5,"10,826"
2012,6,목포,72,"1,904,360"
2012,6,완도,1,493
2012,6,여수,154,"4,029,025"
2012,6,광양,681,"20,221,032"
2012,6,포항,240,"3,700,015"
2012,6,마산,130,"2,291,514"
2012,6,삼천포,11,"473,069"
2012,6,옥포,5,"44,197"
2012,6,장승포,0,0
2012,6,진해,10,"77,592"
2012,6,통영,21,"17,005"
2012,6,고현,2,"3,390"
2012,6,하동,9,"539,439"
2012,6,울산,719,"15,538,679"
2012,6,제주,15,"814,176"
2012,6,서귀포,0,0
2012,6,기타,0,0
2012,7,부산,"1,808","41,018,831"
2012,7,인천,547,"9,981,572"
2012,7,평택.당진,443,"10,671,453"
2012,7,경인항,5,"20,090"
2012,7,동해.묵호,97,"1,299,691"
2012,7,삼척,14,"28,270"
2012,7,속초,6,"1,610"
2012,7,옥계,8,"120,454"
2012,7,호산,0,0
2012,7,대산,188,"4,118,919"
2012,7,보령,7,"431,965"
2012,7,태안,10,"653,097"
2012,7,군산,120,"2,910,997"
2012,7,장항,4,"8,443"
2012,7,목포,71,"1,828,254"
2012,7,완도,0,0
2012,7,여수,164,"4,335,345"
2012,7,광양,715,"20,709,323"
2012,7,포항,227,"3,341,808"
2012,7,마산,129,"2,234,916"
2012,7,삼천포,15,"582,386"
2012,7,옥포,11,"65,568"
2012,7,장승포,0,0
2012,7,진해,18,"174,996"
2012,7,통영,22,"16,020"
2012,7,고현,3,"18,627"
2012,7,하동,9,"505,393"
2012,7,울산,730,"15,093,640"
2012,7,제주,22,"1,178,430"
2012,7,서귀포,0,0
2012,7,기타,0,0
2012,8,부산,"1,587","38,387,207"
2012,8,인천,505,"9,287,727"
2012,8,평택.당진,393,"9,029,401"
2012,8,경인항,4,"16,072"
2012,8,동해.묵호,83,"997,407"
2012,8,삼척,14,"24,251"
2012,8,속초,7,"2,173"
2012,8,옥계,10,"101,644"
2012,8,호산,0,0
2012,8,대산,162,"3,096,635"
2012,8,보령,8,"447,883"
2012,8,태안,8,"483,199"
2012,8,군산,124,"2,573,981"
2012,8,장항,6,"15,106"
2012,8,목포,62,"1,273,932"
2012,8,완도,2,986
2012,8,여수,151,"4,991,759"
2012,8,광양,628,"18,634,331"
2012,8,포항,195,"2,823,220"
2012,8,마산,112,"2,016,026"
2012,8,삼천포,8,"525,660"
2012,8,옥포,6,"42,607"
2012,8,장승포,0,0
2012,8,진해,18,"104,817"
2012,8,통영,14,"7,885"
2012,8,고현,2,"3,228"
2012,8,하동,9,"596,220"
2012,8,울산,704,"14,725,075"
2012,8,제주,18,"1,300,719"
2012,8,서귀포,0,0
2012,8,기타,0,0
2012,9,부산,"1,655","40,876,976"
2012,9,인천,554,"9,886,629"
2012,9,평택.당진,429,"9,571,381"
2012,9,경인항,5,"21,380"
2012,9,동해.묵호,87,"1,215,129"
2012,9,삼척,18,"35,190"
2012,9,속초,7,"28,239"
2012,9,옥계,6,"67,839"
2012,9,호산,0,0
2012,9,대산,189,"3,851,328"
2012,9,보령,8,"516,638"
2012,9,태안,12,"752,714"
2012,9,군산,143,"3,175,773"
2012,9,장항,3,"6,895"
2012,9,목포,63,"1,435,458"
2012,9,완도,2,"1,706"
2012,9,여수,155,"4,479,880"
2012,9,광양,691,"20,184,828"
2012,9,포항,219,"3,289,754"
2012,9,마산,139,"1,951,236"
2012,9,삼천포,8,"427,865"
2012,9,옥포,10,"38,461"
2012,9,장승포,0,0
2012,9,진해,27,"163,138"
2012,9,통영,21,"14,395"
2012,9,고현,1,"1,372"
2012,9,하동,12,"766,738"
2012,9,울산,763,"15,469,797"
2012,9,제주,17,"1,133,872"
2012,9,서귀포,0,0
2012,9,기타,0,0
2012,10,부산,"1,677","41,504,174"
2012,10,인천,573,"10,705,550"
2012,10,평택.당진,426,"10,061,051"
2012,10,경인항,8,"29,094"
2012,10,동해.묵호,84,"1,014,441"
2012,10,삼척,14,"28,133"
2012,10,속초,6,807
2012,10,옥계,0,0
2012,10,호산,0,0
2012,10,대산,197,"3,924,411"
2012,10,보령,8,"421,901"
2012,10,태안,10,"575,973"
2012,10,군산,153,"3,047,010"
2012,10,장항,7,"18,975"
2012,10,목포,62,"1,430,643"
2012,10,완도,1,493
2012,10,여수,139,"4,064,689"
2012,10,광양,699,"20,505,310"
2012,10,포항,204,"3,267,258"
2012,10,마산,142,"2,332,283"
2012,10,삼천포,14,"647,766"
2012,10,옥포,10,"115,737"
2012,10,장승포,0,0
2012,10,진해,21,"136,233"
2012,10,통영,18,"11,422"
2012,10,고현,2,"11,868"
2012,10,하동,8,"361,850"
2012,10,울산,785,"15,718,617"
2012,10,제주,21,"1,026,311"
2012,10,서귀포,0,0
2012,10,기타,0,0
2012,11,부산,"1,598","41,250,204"
2012,11,인천,536,"10,519,596"
2012,11,평택.당진,400,"10,339,162"
2012,11,경인항,4,"16,072"
2012,11,동해.묵호,99,"1,211,453"
2012,11,삼척,14,"24,120"
2012,11,속초,5,"1,619"
2012,11,옥계,0,0
2012,11,호산,0,0
2012,11,대산,163,"3,587,285"
2012,11,보령,10,"563,658"
2012,11,태안,12,"743,065"
2012,11,군산,135,"3,194,939"
2012,11,장항,8,"22,559"
2012,11,목포,75,"2,016,420"
2012,11,완도,1,493
2012,11,여수,152,"4,693,989"
2012,11,광양,665,"20,493,325"
2012,11,포항,210,"3,131,994"
2012,11,마산,127,"1,979,496"
2012,11,삼천포,8,"419,057"
2012,11,옥포,10,"29,589"
2012,11,장승포,0,0
2012,11,진해,12,"95,632"
2012,11,통영,16,"11,039"
2012,11,고현,4,"18,198"
2012,11,하동,10,"560,231"
2012,11,울산,714,"15,480,786"
2012,11,제주,6,"88,211"
2012,11,서귀포,0,0
2012,11,기타,0,0
2012,12,부산,"1,646","40,707,599"
2012,12,인천,574,"11,797,084"
2012,12,평택.당진,429,"10,635,993"
2012,12,경인항,6,"23,753"
2012,12,동해.묵호,89,"954,424"
2012,12,삼척,11,"22,959"
2012,12,속초,8,"1,781"
2012,12,옥계,2,"49,609"
2012,12,호산,0,0
2012,12,대산,164,"3,606,575"
2012,12,보령,11,"609,723"
2012,12,태안,9,"497,684"
2012,12,군산,109,"2,871,881"
2012,12,장항,6,"23,465"
2012,12,목포,74,"2,061,761"
2012,12,완도,1,493
2012,12,여수,153,"3,917,230"
2012,12,광양,735,"21,053,028"
2012,12,포항,185,"2,797,310"
2012,12,마산,130,"2,122,924"
2012,12,삼천포,15,"597,371"
2012,12,옥포,7,"55,055"
2012,12,장승포,0,0
2012,12,진해,20,"100,619"
2012,12,통영,17,"13,969"
2012,12,고현,4,"7,223"
2012,12,하동,12,"674,625"
2012,12,울산,752,"15,817,436"
2012,12,제주,4,"39,130"
2012,12,서귀포,0,0
2012,12,기타,0,0
2013,1,부산,"1,664","41,415,957"
2013,1,인천,627,"13,008,225"
2013,1,평택.당진,430,"11,486,314"
2013,1,경인항,4,"15,717"
2013,1,동해.묵호,88,"1,318,069"
2013,1,삼척,13,"22,626"
2013,1,속초,8,833
2013,1,옥계,2,"54,286"
2013,1,호산,0,0
2013,1,대산,181,"3,387,980"
2013,1,보령,9,"491,199"
2013,1,태안,13,"774,512"
2013,1,군산,132,"3,003,487"
2013,1,장항,3,"6,835"
2013,1,목포,72,"2,139,528"
2013,1,완도,0,0
2013,1,여수,168,"4,698,689"
2013,1,광양,706,"21,278,932"
2013,1,포항,190,"2,835,685"
2013,1,마산,126,"2,137,057"
2013,1,삼천포,11,"588,009"
2013,1,옥포,5,"29,662"
2013,1,장승포,0,0
2013,1,진해,16,"86,945"
2013,1,통영,15,"10,852"
2013,1,고현,2,"3,411"
2013,1,하동,10,"647,813"
2013,1,울산,759,"16,249,559"
2013,1,제주,5,"123,435"
2013,1,서귀포,0,0
2013,1,기타,0,0
2013,2,부산,"1,438","35,785,348"
2013,2,인천,509,"10,522,132"
2013,2,평택.당진,393,"9,947,069"
2013,2,경인항,7,"29,583"
2013,2,동해.묵호,90,"1,047,987"
2013,2,삼척,16,"27,721"
2013,2,속초,7,"2,634"
2013,2,옥계,6,"65,239"
2013,2,호산,0,0
2013,2,대산,166,"3,461,458"
2013,2,보령,8,"483,004"
2013,2,태안,9,"548,637"
2013,2,군산,131,"2,574,715"
2013,2,장항,5,"12,610"
2013,2,목포,50,"1,725,959"
2013,2,완도,0,0
2013,2,여수,161,"4,551,937"
2013,2,광양,579,"16,767,329"
2013,2,포항,209,"3,036,978"
2013,2,마산,101,"1,721,432"
2013,2,삼천포,13,"624,974"
2013,2,옥포,2,"4,362"
2013,2,장승포,0,0
2013,2,진해,18,"136,633"
2013,2,통영,15,"8,219"
2013,2,고현,2,"14,982"
2013,2,하동,8,"431,785"
2013,2,울산,708,"14,010,988"
2013,2,제주,7,"273,080"
2013,2,서귀포,0,0
2013,2,기타,0,0
2013,3,부산,"1,757","44,024,446"
2013,3,인천,607,"12,203,726"
2013,3,평택.당진,397,"9,866,898"
2013,3,경인항,4,"16,072"
2013,3,동해.묵호,93,"1,141,381"
2013,3,삼척,11,"18,635"
2013,3,속초,8,"83,723"
2013,3,옥계,4,"32,129"
2013,3,호산,0,0
2013,3,대산,196,"3,698,307"
2013,3,보령,9,"493,607"
2013,3,태안,11,"698,340"
2013,3,군산,141,"2,721,475"
2013,3,장항,5,"13,451"
2013,3,목포,75,"2,515,037"
2013,3,완도,0,0
2013,3,여수,170,"4,829,849"
2013,3,광양,703,"21,138,392"
2013,3,포항,248,"3,635,966"
2013,3,마산,100,"1,825,275"
2013,3,삼천포,14,"789,670"
2013,3,옥포,7,"22,316"
2013,3,장승포,0,0
2013,3,진해,20,"131,095"
2013,3,통영,23,"13,784"
2013,3,고현,3,"16,317"
2013,3,하동,10,"599,280"
2013,3,울산,775,"15,566,321"
2013,3,제주,11,"635,281"
2013,3,서귀포,0,0
2013,3,기타,0,0
2013,4,부산,"1,709","42,465,574"
2013,4,인천,559,"10,106,967"
2013,4,평택.당진,435,"10,504,390"
2013,4,경인항,7,"23,536"
2013,4,동해.묵호,72,"1,230,726"
2013,4,삼척,10,"18,200"
2013,4,속초,13,"151,064"
2013,4,옥계,6,"54,595"
2013,4,호산,0,0
2013,4,대산,162,"3,106,643"
2013,4,보령,8,"480,895"
2013,4,태안,9,"608,385"
2013,4,군산,128,"2,547,785"
2013,4,장항,8,"27,951"
2013,4,목포,64,"2,003,684"
2013,4,완도,0,0
2013,4,여수,138,"3,827,699"
2013,4,광양,654,"20,361,677"
2013,4,포항,221,"3,205,893"
2013,4,마산,116,"2,100,500"
2013,4,삼천포,9,"529,293"
2013,4,옥포,1,"2,982"
2013,4,장승포,0,0
2013,4,진해,17,"97,881"
2013,4,통영,26,"19,619"
2013,4,고현,1,"9,627"
2013,4,하동,9,"494,759"
2013,4,울산,718,"14,502,234"
2013,4,제주,22,"1,714,551"
2013,4,서귀포,0,0
2013,4,기타,0,0
2013,5,부산,"1,635","43,646,846"
2013,5,인천,553,"10,966,058"
2013,5,평택.당진,419,"10,190,829"
2013,5,경인항,6,"37,007"
2013,5,동해.묵호,86,"1,037,601"
2013,5,삼척,8,"15,475"
2013,5,속초,9,"148,365"
2013,5,옥계,4,"75,179"
2013,5,호산,0,0
2013,5,대산,165,"3,365,311"
2013,5,보령,7,"398,535"
2013,5,태안,8,"532,548"
2013,5,군산,125,"2,608,978"
2013,5,장항,9,"27,440"
2013,5,목포,72,"2,352,330"
2013,5,완도,1,"1,825"
2013,5,여수,130,"3,425,538"
2013,5,광양,695,"20,997,096"
2013,5,포항,229,"3,382,814"
2013,5,마산,111,"2,003,793"
2013,5,삼천포,10,"424,050"
2013,5,옥포,4,"22,298"
2013,5,장승포,0,0
2013,5,진해,22,"163,510"
2013,5,통영,22,"16,988"
2013,5,고현,2,"33,778"
2013,5,하동,8,"431,952"
2013,5,울산,712,"14,759,787"
2013,5,제주,22,"1,222,892"
2013,5,서귀포,0,0
2013,5,기타,0,0
2013,6,부산,"1,554","42,727,838"
2013,6,인천,561,"10,792,764"
2013,6,평택.당진,415,"9,908,068"
2013,6,경인항,4,"16,072"
2013,6,동해.묵호,76,"981,730"
2013,6,삼척,13,"23,047"
2013,6,속초,10,"133,126"
2013,6,옥계,5,"81,004"
2013,6,호산,0,0
2013,6,대산,170,"3,734,657"
2013,6,보령,6,"389,179"
2013,6,태안,10,"632,315"
2013,6,군산,132,"3,114,825"
2013,6,장항,4,"12,003"
2013,6,목포,72,"2,662,019"
2013,6,완도,1,493
2013,6,여수,122,"4,075,119"
2013,6,광양,676,"20,883,853"
2013,6,포항,228,"3,311,645"
2013,6,마산,120,"2,233,771"
2013,6,삼천포,10,"548,118"
2013,6,옥포,3,"12,025"
2013,6,장승포,0,0
2013,6,진해,20,"118,312"
2013,6,통영,25,"18,860"
2013,6,고현,1,"9,992"
2013,6,하동,11,"635,159"
2013,6,울산,705,"14,334,229"
2013,6,제주,26,"2,304,922"
2013,6,서귀포,0,0
2013,6,기타,0,0
2013,7,부산,"1,639","45,091,064"
2013,7,인천,536,"11,243,029"
2013,7,평택.당진,390,"9,583,188"
2013,7,경인항,9,"33,584"
2013,7,동해.묵호,82,"1,170,826"
2013,7,삼척,15,"26,182"
2013,7,속초,12,"156,702"
2013,7,옥계,8,"81,698"
2013,7,호산,0,0
2013,7,대산,159,"3,439,416"
2013,7,보령,8,"469,738"
2013,7,태안,11,"556,196"
2013,7,군산,113,"2,408,212"
2013,7,장항,4,"9,131"
2013,7,목포,79,"2,784,796"
2013,7,완도,1,493
2013,7,여수,126,"3,804,684"
2013,7,광양,699,"22,700,234"
2013,7,포항,221,"3,029,141"
2013,7,마산,113,"2,338,039"
2013,7,삼천포,14,"634,638"
2013,7,옥포,4,"31,965"
2013,7,장승포,0,0
2013,7,진해,16,"103,417"
2013,7,통영,26,"15,230"
2013,7,고현,3,"36,613"
2013,7,하동,8,"432,761"
2013,7,울산,715,"14,834,980"
2013,7,제주,38,"2,876,319"
2013,7,서귀포,0,0
2013,7,기타,0,0
2013,8,부산,"1,627","43,766,797"
2013,8,인천,598,"12,788,793"
2013,8,평택.당진,394,"10,005,100"
2013,8,경인항,5,"17,662"
2013,8,동해.묵호,84,"1,035,681"
2013,8,삼척,14,"24,676"
2013,8,속초,15,"167,540"
2013,8,옥계,8,"117,435"
2013,8,호산,0,0
2013,8,대산,183,"3,462,745"
2013,8,보령,6,"334,683"
2013,8,태안,14,"908,727"
2013,8,군산,100,"2,200,745"
2013,8,장항,5,"13,875"
2013,8,목포,55,"1,733,181"
2013,8,완도,3,"2,480"
2013,8,여수,146,"4,590,077"
2013,8,광양,684,"21,510,839"
2013,8,포항,212,"3,425,141"
2013,8,마산,93,"2,133,120"
2013,8,삼천포,12,"535,503"
2013,8,옥포,6,"12,793"
2013,8,장승포,0,0
2013,8,진해,23,"153,182"
2013,8,통영,26,"17,543"
2013,8,고현,5,"71,897"
2013,8,하동,12,"743,761"
2013,8,울산,676,"13,302,087"
2013,8,제주,39,"3,115,207"
2013,8,서귀포,0,0
2013,8,기타,0,0
2013,9,부산,"1,512","42,262,570"
2013,9,인천,503,"10,399,744"
2013,9,평택.당진,355,"9,642,398"
2013,9,경인항,7,"27,749"
2013,9,동해.묵호,89,"1,193,705"
2013,9,삼척,13,"22,678"
2013,9,속초,12,"197,820"
2013,9,옥계,4,"65,041"
2013,9,호산,0,0
2013,9,대산,156,"3,513,167"
2013,9,보령,8,"478,225"
2013,9,태안,8,"459,651"
2013,9,군산,108,"2,331,249"
2013,9,장항,2,"4,993"
2013,9,목포,51,"1,868,435"
2013,9,완도,1,991
2013,9,여수,158,"3,976,256"
2013,9,광양,641,"20,904,633"
2013,9,포항,220,"2,915,910"
2013,9,마산,108,"2,173,079"
2013,9,삼천포,10,"558,107"
2013,9,옥포,9,"49,465"
2013,9,장승포,0,0
2013,9,진해,20,"185,063"
2013,9,통영,22,"15,445"
2013,9,고현,2,"8,634"
2013,9,하동,11,"540,806"
2013,9,울산,685,"13,744,476"
2013,9,제주,28,"2,008,628"
2013,9,서귀포,0,0
2013,9,기타,0,0
2013,10,부산,"1,531","41,030,246"
2013,10,인천,507,"10,599,957"
2013,10,평택.당진,389,"10,422,003"
2013,10,경인항,4,"17,021"
2013,10,동해.묵호,88,"1,041,137"
2013,10,삼척,10,"18,200"
2013,10,속초,22,"202,272"
2013,10,옥계,8,"227,731"
2013,10,호산,0,0
2013,10,대산,161,"3,505,061"
2013,10,보령,7,"376,744"
2013,10,태안,10,"571,533"
2013,10,군산,114,"2,809,193"
2013,10,장항,4,"16,900"
2013,10,목포,74,"2,257,655"
2013,10,완도,2,986
2013,10,여수,154,"4,321,190"
2013,10,광양,681,"21,655,398"
2013,10,포항,219,"3,422,995"
2013,10,마산,97,"1,979,166"
2013,10,삼천포,11,"465,750"
2013,10,옥포,10,"67,970"
2013,10,장승포,0,0
2013,10,진해,17,"135,259"
2013,10,통영,21,"10,213"
2013,10,고현,4,"42,792"
2013,10,하동,10,"609,874"
2013,10,울산,698,"15,373,351"
2013,10,제주,23,"1,528,165"
2013,10,서귀포,0,0
2013,10,기타,0,0
2013,11,부산,"1,548","43,557,945"
2013,11,인천,507,"10,708,210"
2013,11,평택.당진,407,"11,111,673"
2013,11,경인항,7,"29,964"
2013,11,동해.묵호,79,"901,842"
2013,11,삼척,7,"13,054"
2013,11,속초,9,"69,174"
2013,11,옥계,7,"214,408"
2013,11,호산,0,0
2013,11,대산,150,"2,884,481"
2013,11,보령,4,"266,243"
2013,11,태안,9,"514,477"
2013,11,군산,121,"2,822,745"
2013,11,장항,11,"27,435"
2013,11,목포,60,"2,286,998"
2013,11,완도,1,991
2013,11,여수,178,"4,896,786"
2013,11,광양,667,"22,580,700"
2013,11,포항,258,"3,891,323"
2013,11,마산,96,"1,704,059"
2013,11,삼천포,11,"528,619"
2013,11,옥포,9,"33,792"
2013,11,장승포,0,0
2013,11,진해,19,"114,219"
2013,11,통영,17,"6,302"
2013,11,고현,2,"24,646"
2013,11,하동,8,"469,776"
2013,11,울산,728,"14,136,884"
2013,11,제주,13,"631,780"
2013,11,서귀포,0,0
2013,11,기타,0,0
2013,12,부산,"1,570","42,255,463"
2013,12,인천,568,"11,411,325"
2013,12,평택.당진,445,"10,920,447"
2013,12,경인항,8,"27,745"
2013,12,동해.묵호,85,"1,075,325"
2013,12,삼척,12,"22,050"
2013,12,속초,10,"117,752"
2013,12,옥계,8,"162,148"
2013,12,호산,0,0
2013,12,대산,192,"3,970,886"
2013,12,보령,6,"351,961"
2013,12,태안,11,"606,574"
2013,12,군산,116,"2,833,344"
2013,12,장항,5,"12,250"
2013,12,목포,68,"2,255,580"
2013,12,완도,2,986
2013,12,여수,138,"4,001,276"
2013,12,광양,701,"23,362,483"
2013,12,포항,214,"2,793,145"
2013,12,마산,98,"1,844,834"
2013,12,삼천포,11,"493,222"
2013,12,옥포,6,"13,367"
2013,12,장승포,0,0
2013,12,진해,21,"180,249"
2013,12,통영,18,"14,648"
2013,12,고현,3,"28,536"
2013,12,하동,11,"556,518"
2013,12,울산,730,"14,639,069"
2013,12,제주,7,"489,103"
2013,12,서귀포,0,0
2013,12,기타,0,0
2014,1,부산,"1,515","40,974,138"
2014,1,인천,526,"12,237,918"
2014,1,평택.당진,401,"11,696,664"
2014,1,경인항,5,"16,193"
2014,1,동해.묵호,88,"891,351"
2014,1,삼척,10,"18,560"
2014,1,속초,14,"151,698"
2014,1,옥계,8,"196,355"
2014,1,호산,0,0
2014,1,대산,171,"4,123,719"
2014,1,보령,6,"331,414"
2014,1,태안,10,"636,409"
2014,1,군산,130,"2,892,267"
2014,1,장항,1,"1,496"
2014,1,목포,77,"2,106,657"
2014,1,완도,0,0
2014,1,여수,211,"5,824,817"
2014,1,광양,705,"23,807,994"
2014,1,포항,265,"3,767,034"
2014,1,마산,96,"1,750,264"
2014,1,삼천포,10,"413,978"
2014,1,옥포,10,"94,640"
2014,1,장승포,0,0
2014,1,진해,16,"99,191"
2014,1,통영,15,"13,588"
2014,1,고현,3,"11,502"
2014,1,하동,9,"619,037"
2014,1,울산,755,"15,362,756"
2014,1,제주,15,"768,594"
2014,1,서귀포,0,0
2014,1,기타,0,0
2014,2,부산,"1,278","36,246,039"
2014,2,인천,479,"10,275,794"
2014,2,평택.당진,391,"9,981,133"
2014,2,경인항,8,"30,115"
2014,2,동해.묵호,71,"1,016,421"
2014,2,삼척,7,"11,888"
2014,2,속초,12,"119,391"
2014,2,옥계,3,"62,676"
2014,2,호산,0,0
2014,2,대산,141,"3,083,785"
2014,2,보령,6,"316,151"
2014,2,태안,8,"488,599"
2014,2,군산,118,"2,598,525"
2014,2,장항,6,"22,419"
2014,2,목포,66,"2,191,801"
2014,2,완도,0,0
2014,2,여수,171,"4,710,792"
2014,2,광양,639,"21,517,496"
2014,2,포항,199,"3,030,785"
2014,2,마산,94,"1,657,336"
2014,2,삼천포,11,"580,758"
2014,2,옥포,5,"7,350"
2014,2,장승포,0,0
2014,2,진해,14,"102,397"
2014,2,통영,10,"8,428"
2014,2,고현,1,"8,255"
2014,2,하동,8,"523,332"
2014,2,울산,658,"13,267,982"
2014,2,제주,7,"544,677"
2014,2,서귀포,0,0
2014,2,기타,0,0
2014,3,부산,"1,589","42,568,433"
2014,3,인천,515,"10,858,085"
2014,3,평택.당진,448,"11,795,047"
2014,3,경인항,11,"26,830"
2014,3,동해.묵호,80,"977,923"
2014,3,삼척,11,"19,670"
2014,3,속초,12,"135,109"
2014,3,옥계,9,"167,519"
2014,3,호산,0,0
2014,3,대산,165,"3,576,861"
2014,3,보령,6,"356,902"
2014,3,태안,11,"656,577"
2014,3,군산,118,"2,265,304"
2014,3,장항,5,"14,499"
2014,3,목포,64,"1,939,910"
2014,3,완도,0,0
2014,3,여수,150,"4,037,682"
2014,3,광양,746,"24,115,751"
2014,3,포항,264,"4,050,221"
2014,3,마산,118,"2,001,892"
2014,3,삼천포,8,"422,388"
2014,3,옥포,7,"30,511"
2014,3,장승포,0,0
2014,3,진해,17,"172,301"
2014,3,통영,15,"12,302"
2014,3,고현,3,"33,394"
2014,3,하동,6,"344,289"
2014,3,울산,758,"15,035,498"
2014,3,제주,21,"1,644,475"
2014,3,서귀포,0,0
2014,3,기타,0,0
2014,4,부산,"1,580","42,189,943"
2014,4,인천,506,"10,686,059"
2014,4,평택.당진,419,"10,682,538"
2014,4,경인항,8,"16,556"
2014,4,동해.묵호,90,"1,155,286"
2014,4,삼척,7,"15,057"
2014,4,속초,10,"133,280"
2014,4,옥계,4,"119,657"
2014,4,호산,0,0
2014,4,대산,152,"2,647,309"
2014,4,보령,6,"325,172"
2014,4,태안,12,"710,198"
2014,4,군산,119,"2,726,458"
2014,4,장항,17,"55,859"
2014,4,목포,67,"2,122,199"
2014,4,완도,0,0
2014,4,여수,174,"4,432,684"
2014,4,광양,701,"23,276,174"
2014,4,포항,230,"3,955,498"
2014,4,마산,104,"1,859,718"
2014,4,삼천포,10,"398,877"
2014,4,옥포,9,"120,391"
2014,4,장승포,0,0
2014,4,진해,13,"85,088"
2014,4,통영,19,"20,014"
2014,4,고현,8,"74,229"
2014,4,하동,7,"410,602"
2014,4,울산,746,"15,256,940"
2014,4,제주,26,"2,301,389"
2014,4,서귀포,0,0
2014,4,기타,0,0
2014,5,부산,"1,574","43,686,348"
2014,5,인천,532,"10,114,670"
2014,5,평택.당진,405,"10,657,041"
2014,5,경인항,9,"22,710"
2014,5,동해.묵호,79,"994,267"
2014,5,삼척,6,"10,418"
2014,5,속초,13,"135,649"
2014,5,옥계,7,"155,889"
2014,5,호산,0,0
2014,5,대산,159,"3,759,793"
2014,5,보령,7,"421,208"
2014,5,태안,9,"586,401"
2014,5,군산,125,"2,927,320"
2014,5,장항,4,"9,656"
2014,5,목포,67,"2,391,109"
2014,5,완도,2,991
2014,5,여수,165,"4,403,930"
2014,5,광양,697,"23,428,659"
2014,5,포항,219,"3,464,028"
2014,5,마산,119,"2,044,336"
2014,5,삼천포,13,"531,915"
2014,5,옥포,8,"85,155"
2014,5,장승포,0,0
2014,5,진해,19,"98,835"
2014,5,통영,22,"18,133"
2014,5,고현,1,"18,177"
2014,5,하동,9,"502,879"
2014,5,울산,732,"15,990,138"
2014,5,제주,26,"2,348,885"
2014,5,서귀포,0,0
2014,5,기타,0,0
2014,6,부산,"1,565","44,345,093"
2014,6,인천,522,"10,814,265"
2014,6,평택.당진,424,"9,769,344"
2014,6,경인항,7,"31,004"
2014,6,동해.묵호,85,"1,082,475"
2014,6,삼척,8,"16,413"
2014,6,속초,8,"84,420"
2014,6,옥계,6,"100,591"
2014,6,호산,1,"93,769"
2014,6,대산,138,"3,527,198"
2014,6,보령,7,"395,284"
2014,6,태안,10,"499,043"
2014,6,군산,107,"2,368,248"
2014,6,장항,4,"10,303"
2014,6,목포,66,"2,204,638"
2014,6,완도,1,991
2014,6,여수,93,"2,143,526"
2014,6,광양,703,"23,450,579"
2014,6,포항,207,"3,973,172"
2014,6,마산,108,"1,754,718"
2014,6,삼천포,12,"462,183"
2014,6,옥포,9,"45,983"
2014,6,장승포,0,0
2014,6,진해,30,"108,124"
2014,6,통영,16,"7,965"
2014,6,고현,3,"16,323"
2014,6,하동,11,"649,184"
2014,6,울산,677,"13,939,327"
