,Ship Company,Enter Time,Out Time,Duration days,Duration hours,Total duration(Hours),Day difference
1883,HAS,2015-12-10 02:10:00,2015-12-10 10:00:00,1,16:10:00,40,-1 days +16:10:00
1884,SKR,2015-12-10 04:20:00,2015-12-10 06:00:00,1,22:20:00,46,-1 days +22:20:00
1885,DJS,2015-12-11 06:00:00,2015-12-11 08:00:00,1,22:00:00,46,-1 days +22:00:00
1886,HAS,2015-12-11 11:30:00,2015-12-11 14:00:00,1,21:30:00,45,-1 days +21:30:00
1887,SKR,2015-12-11 13:00:00,2015-12-11 23:00:00,1,14:00:00,38,-1 days +14:00:00
1888,SKR,2015-12-11 20:40:00,2015-12-12 09:00:00,1,11:40:00,35,-1 days +11:40:00
1889,SKR,2015-12-12 22:00:00,2015-12-13 02:00:00,1,20:00:00,44,-1 days +20:00:00
1890,CKL,2015-12-13 15:00:00,2015-12-13 18:00:00,1,21:00:00,45,-1 days +21:00:00
1891,SKR,2015-12-14 04:00:00,2015-12-14 08:00:00,1,20:00:00,44,-1 days +20:00:00
1892,HAS,2015-12-16 02:00:00,2015-12-16 04:00:00,1,22:00:00,46,-1 days +22:00:00
1893,SKR,2015-12-16 02:00:00,2015-12-16 04:00:00,1,22:00:00,46,-1 days +22:00:00
1894,SKR,2015-12-16 05:50:00,2015-12-16 07:30:00,1,22:20:00,46,-1 days +22:20:00
1895,SKR,2015-12-17 04:45:00,2015-12-17 08:00:00,1,20:45:00,44,-1 days +20:45:00
1896,SKR,2015-12-17 08:00:00,2015-12-17 10:00:00,1,22:00:00,46,-1 days +22:00:00
1897,SKR,2015-12-18 02:10:00,2015-12-18 08:00:00,1,18:10:00,42,-1 days +18:10:00
1898,SKR,2015-12-18 07:10:00,2015-12-18 10:00:00,1,21:10:00,45,-1 days +21:10:00
1899,HAS,2015-12-19 03:00:00,2015-12-19 07:00:00,1,20:00:00,44,-1 days +20:00:00
1900,SKR,2015-12-20 06:00:00,2015-12-20 10:00:00,1,20:00:00,44,-1 days +20:00:00
1901,SKR,2015-12-20 13:00:00,2015-12-20 16:00:00,1,21:00:00,45,-1 days +21:00:00
1902,SKR,2015-12-21 00:30:00,2015-12-21 04:00:00,1,20:30:00,44,-1 days +20:30:00
1903,CKL,2015-12-22 00:30:00,2015-12-22 02:00:00,1,22:30:00,46,-1 days +22:30:00
1904,SKR,2015-12-22 18:00:00,2015-12-22 21:00:00,1,21:00:00,45,-1 days +21:00:00
1905,SKR,2015-12-23 10:00:00,2015-12-23 12:00:00,1,22:00:00,46,-1 days +22:00:00
1906,SKR,2015-12-24 05:30:00,2015-12-24 08:00:00,1,21:30:00,45,-1 days +21:30:00
1907,SKR,2015-12-24 08:00:00,2015-12-24 12:00:00,1,20:00:00,44,-1 days +20:00:00
1908,SKR,2015-12-25 01:00:00,2015-12-25 04:00:00,1,21:00:00,45,-1 days +21:00:00
1909,DJS,2015-12-25 04:30:00,2015-12-25 06:00:00,1,22:30:00,46,-1 days +22:30:00
1910,CKL,2015-12-25 07:00:00,2015-12-25 09:00:00,1,22:00:00,46,-1 days +22:00:00
1911,HAS,2015-12-25 08:00:00,2015-12-25 11:00:00,1,21:00:00,45,-1 days +21:00:00
1912,SKR,2015-12-26 21:00:00,2015-12-27 00:00:00,1,21:00:00,45,-1 days +21:00:00
1913,SKR,2015-12-27 08:20:00,2015-12-27 11:00:00,1,21:20:00,45,-1 days +21:20:00
1914,HAS,2015-12-28 23:30:00,2015-12-29 01:00:00,1,22:30:00,46,-1 days +22:30:00
1915,SKR,2015-12-30 06:00:00,2015-12-30 08:00:00,1,22:00:00,46,-1 days +22:00:00
1916,CKL,2015-12-30 10:00:00,2015-12-30 16:00:00,1,18:00:00,42,-1 days +18:00:00
1917,SKR,2015-12-30 17:00:00,2015-12-30 19:00:00,1,22:00:00,46,-1 days +22:00:00
1918,SKR,2015-12-30 20:00:00,2015-12-30 23:00:00,1,21:00:00,45,-1 days +21:00:00
1919,SKR,2015-12-30 21:50:00,2015-12-31 04:00:00,1,17:50:00,41,-1 days +17:50:00
1920,HAS,2015-12-31 14:00:00,2015-12-31 20:00:00,1,18:00:00,42,-1 days +18:00:00
1921,HAS,2015-12-31 18:00:00,2015-12-31 20:00:00,1,22:00:00,46,-1 days +22:00:00
1922,SKR,2016-01-02 23:25:00,2016-01-03 02:00:00,1,21:25:00,45,-1 days +21:25:00
1923,SKR,2016-01-05 09:00:00,2016-01-05 13:00:00,1,20:00:00,44,-1 days +20:00:00
1924,HAS,2016-01-05 10:15:00,2016-01-05 12:00:00,1,22:15:00,46,-1 days +22:15:00
1925,SKR,2016-01-06 08:20:00,2016-01-06 12:00:00,1,20:20:00,44,-1 days +20:20:00
1926,SKR,2016-01-06 14:10:00,2016-01-06 17:00:00,1,21:10:00,45,-1 days +21:10:00
1927,SKR,2016-01-07 07:05:00,2016-01-07 11:00:00,1,20:05:00,44,-1 days +20:05:00
1928,HAS,2016-01-07 12:00:00,2016-01-07 14:00:00,1,22:00:00,46,-1 days +22:00:00
1929,SKR,2016-01-08 01:40:00,2016-01-08 06:00:00,1,19:40:00,43,-1 days +19:40:00
1930,CKL,2016-01-09 09:40:00,2016-01-09 14:00:00,1,19:40:00,43,-1 days +19:40:00
1931,SKR,2016-01-09 13:30:00,2016-01-09 19:00:00,1,18:30:00,42,-1 days +18:30:00
1932,SKR,2016-01-10 09:30:00,2016-01-10 15:00:00,1,18:30:00,42,-1 days +18:30:00
1933,SKR,2016-01-11 22:10:00,2016-01-12 00:00:00,1,22:10:00,46,-1 days +22:10:00
1934,SKR,2016-01-11 23:20:00,2016-01-12 00:00:00,1,23:20:00,47,-1 days +23:20:00
1935,HAS,2016-01-12 10:30:00,2016-01-12 13:00:00,1,21:30:00,45,-1 days +21:30:00
1936,SKR,2016-01-14 09:00:00,2016-01-14 12:00:00,1,21:00:00,45,-1 days +21:00:00
1937,SKR,2016-01-15 03:00:00,2016-01-15 08:30:00,1,18:30:00,42,-1 days +18:30:00
1938,DJS,2016-01-15 04:20:00,2016-01-15 06:00:00,1,22:20:00,46,-1 days +22:20:00
1939,CKL,2016-01-16 11:20:00,2016-01-16 13:30:00,1,21:50:00,45,-1 days +21:50:00
1940,SKR,2016-01-16 18:00:00,2016-01-16 22:00:00,1,20:00:00,44,-1 days +20:00:00
1941,SKR,2016-01-17 01:30:00,2016-01-17 04:00:00,1,21:30:00,45,-1 days +21:30:00
1942,SKR,2016-01-17 07:00:00,2016-01-17 11:00:00,1,20:00:00,44,-1 days +20:00:00
1943,SKR,2016-01-18 15:40:00,2016-01-18 20:30:00,1,19:10:00,43,-1 days +19:10:00
1944,SKR,2016-01-18 22:10:00,2016-01-19 02:00:00,1,20:10:00,44,-1 days +20:10:00
1945,HAS,2016-01-20 05:30:00,2016-01-20 07:00:00,1,22:30:00,46,-1 days +22:30:00
1946,SKR,2016-01-20 07:00:00,2016-01-20 12:00:00,1,19:00:00,43,-1 days +19:00:00
1947,SKR,2016-01-21 13:00:00,2016-01-21 15:00:00,1,22:00:00,46,-1 days +22:00:00
1948,SKR,2016-01-22 01:34:00,2016-01-22 06:00:00,1,19:34:00,43,-1 days +19:34:00
1949,SKR,2016-01-22 06:00:00,2016-01-22 11:00:00,1,19:00:00,43,-1 days +19:00:00
1950,CKL,2016-01-24 02:40:00,2016-01-24 07:00:00,1,19:40:00,43,-1 days +19:40:00
1951,SKR,2016-01-24 10:10:00,2016-01-24 20:00:00,1,14:10:00,38,-1 days +14:10:00
1952,SKR,2016-01-27 07:00:00,2016-01-27 14:00:00,1,17:00:00,41,-1 days +17:00:00
1953,HAS,2016-01-27 07:20:00,2016-01-27 14:00:00,1,17:20:00,41,-1 days +17:20:00
1954,SKR,2016-01-27 18:00:00,2016-01-28 00:00:00,1,18:00:00,42,-1 days +18:00:00
1955,SKR,2016-01-28 14:10:00,2016-01-28 18:00:00,1,20:10:00,44,-1 days +20:10:00
1956,SKR,2016-01-29 06:20:00,2016-01-29 10:00:00,1,20:20:00,44,-1 days +20:20:00
1957,HAS,2016-01-29 18:30:00,2016-01-29 21:00:00,1,21:30:00,45,-1 days +21:30:00
1958,CKL,2016-01-31 13:12:00,2016-01-31 17:00:00,1,20:12:00,44,-1 days +20:12:00
1959,SKR,2016-01-31 17:00:00,2016-01-31 21:00:00,1,20:00:00,44,-1 days +20:00:00
1960,SKR,2016-01-31 22:00:00,2016-02-01 01:00:00,1,21:00:00,45,-1 days +21:00:00
1961,SKR,2016-02-01 02:00:00,2016-02-01 06:00:00,1,20:00:00,44,-1 days +20:00:00
1962,SKR,2016-02-01 02:00:00,2016-02-01 10:00:00,1,16:00:00,40,-1 days +16:00:00
1963,SKR,2016-02-02 01:00:00,2016-02-02 04:00:00,1,21:00:00,45,-1 days +21:00:00
1964,SKR,2016-02-02 13:30:00,2016-02-02 17:00:00,1,20:30:00,44,-1 days +20:30:00
1965,HAS,2016-02-03 05:05:00,2016-02-03 07:00:00,1,22:05:00,46,-1 days +22:05:00
1966,SKR,2016-02-04 11:30:00,2016-02-04 14:00:00,1,21:30:00,45,-1 days +21:30:00
1967,SKR,2016-02-04 15:30:00,2016-02-04 18:00:00,1,21:30:00,45,-1 days +21:30:00
1968,HAS,2016-02-05 02:00:00,2016-02-05 04:30:00,1,21:30:00,45,-1 days +21:30:00
1969,DJS,2016-02-05 06:10:00,2016-02-05 09:00:00,1,21:10:00,45,-1 days +21:10:00
1970,CKL,2016-02-06 07:40:00,2016-02-06 09:30:00,1,22:10:00,46,-1 days +22:10:00
1971,SKR,2016-02-06 22:10:00,2016-02-07 00:00:00,1,22:10:00,46,-1 days +22:10:00
1972,SKR,2016-02-07 09:20:00,2016-02-07 13:00:00,1,20:20:00,44,-1 days +20:20:00
1973,SKR,2016-02-07 16:00:00,2016-02-07 19:00:00,1,21:00:00,45,-1 days +21:00:00
1974,SKR,2016-02-07 20:05:00,2016-02-07 22:00:00,1,22:05:00,46,-1 days +22:05:00
1975,SKR,2016-02-09 21:10:00,2016-02-10 12:00:00,1,09:10:00,33,-1 days +09:10:00
1976,SKR,2016-02-12 00:00:00,2016-02-12 05:00:00,1,19:00:00,43,-1 days +19:00:00
1977,SKR,2016-02-12 02:00:00,2016-02-12 07:00:00,1,19:00:00,43,-1 days +19:00:00
1978,CKL,2016-02-12 06:00:00,2016-02-12 08:00:00,1,22:00:00,46,-1 days +22:00:00
1979,HAS,2016-02-12 22:10:00,2016-02-13 00:00:00,1,22:10:00,46,-1 days +22:10:00
1980,SKR,2016-02-16 01:00:00,2016-02-16 04:00:00,1,21:00:00,45,-1 days +21:00:00
1981,SKR,2016-02-16 10:00:00,2016-02-16 14:05:00,1,19:55:00,43,-1 days +19:55:00
1982,SKR,2016-02-16 15:00:00,2016-02-16 20:00:00,1,19:00:00,43,-1 days +19:00:00
1983,SKR,2016-02-18 10:00:00,2016-02-18 14:30:00,1,19:30:00,43,-1 days +19:30:00
1984,SKR,2016-02-18 22:40:00,2016-02-19 02:00:00,1,20:40:00,44,-1 days +20:40:00
1985,HAS,2016-02-19 03:10:00,2016-02-19 06:00:00,1,21:10:00,45,-1 days +21:10:00
1986,DJS,2016-02-19 20:00:00,2016-02-19 22:00:00,1,22:00:00,46,-1 days +22:00:00
1987,CKL,2016-02-20 13:40:00,2016-02-20 15:30:00,1,22:10:00,46,-1 days +22:10:00
1988,SKR,2016-02-20 16:25:00,2016-02-20 21:00:00,1,19:25:00,43,-1 days +19:25:00
1989,SKR,2016-02-21 06:10:00,2016-02-21 13:00:00,1,17:10:00,41,-1 days +17:10:00
1990,SKR,2016-02-23 02:00:00,2016-02-23 04:00:00,1,22:00:00,46,-1 days +22:00:00
1991,HAS,2016-02-23 10:10:00,2016-02-23 13:00:00,1,21:10:00,45,-1 days +21:10:00
1992,SKR,2016-02-24 02:30:00,2016-02-24 10:00:00,1,16:30:00,40,-1 days +16:30:00
1993,SKR,2016-02-24 14:10:00,2016-02-24 17:00:00,1,21:10:00,45,-1 days +21:10:00
1994,SKR,2016-02-25 03:00:00,2016-02-25 06:00:00,1,21:00:00,45,-1 days +21:00:00
1995,HAS,2016-02-25 12:25:00,2016-02-25 14:00:00,1,22:25:00,46,-1 days +22:25:00
1996,SKR,2016-02-26 03:00:00,2016-02-26 07:00:00,1,20:00:00,44,-1 days +20:00:00
1997,DJS,2016-02-26 09:00:00,2016-02-26 11:00:00,1,22:00:00,46,-1 days +22:00:00
1998,CKL,2016-02-27 03:35:00,2016-02-27 05:00:00,1,22:35:00,46,-1 days +22:35:00
1999,SKR,2016-02-27 20:00:00,2016-02-28 00:00:00,1,20:00:00,44,-1 days +20:00:00
2000,SKR,2016-02-28 01:10:00,2016-02-28 06:00:00,1,19:10:00,43,-1 days +19:10:00
2001,SKR,2016-02-28 11:00:00,2016-02-28 14:00:00,1,21:00:00,45,-1 days +21:00:00
2002,SKR,2016-02-28 15:00:00,2016-02-28 22:00:00,1,17:00:00,41,-1 days +17:00:00
2003,SKR,2016-03-01 01:40:00,2016-03-01 05:00:00,1,20:40:00,44,-1 days +20:40:00
2004,HAS,2016-03-01 09:45:00,2016-03-01 12:00:00,1,21:45:00,45,-1 days +21:45:00
2005,SKR,2016-03-02 03:00:00,2016-03-02 07:00:00,1,20:00:00,44,-1 days +20:00:00
2006,SKR,2016-03-02 04:10:00,2016-03-02 10:00:00,1,18:10:00,42,-1 days +18:10:00
2007,SKR,2016-03-02 12:00:00,2016-03-02 15:00:00,1,21:00:00,45,-1 days +21:00:00
2008,SKR,2016-03-03 14:00:00,2016-03-03 18:00:00,1,20:00:00,44,-1 days +20:00:00
2009,SKR,2016-03-03 16:00:00,2016-03-03 20:00:00,1,20:00:00,44,-1 days +20:00:00
2010,HAS,2016-03-03 17:20:00,2016-03-03 20:00:00,1,21:20:00,45,-1 days +21:20:00
2011,CKL,2016-03-04 23:30:00,2016-03-05 06:00:00,1,17:30:00,41,-1 days +17:30:00
2012,SKR,2016-03-05 23:20:00,2016-03-06 03:00:00,1,20:20:00,44,-1 days +20:20:00
2013,SKR,2016-03-07 18:00:00,2016-03-07 22:00:00,1,20:00:00,44,-1 days +20:00:00
2014,HAS,2016-03-09 04:40:00,2016-03-09 08:00:00,1,20:40:00,44,-1 days +20:40:00
2015,SKR,2016-03-09 15:10:00,2016-03-09 18:00:00,1,21:10:00,45,-1 days +21:10:00
2016,SKR,2016-03-09 18:00:00,2016-03-09 22:00:00,1,20:00:00,44,-1 days +20:00:00
2017,SKR,2016-03-10 15:00:00,2016-03-10 18:00:00,1,21:00:00,45,-1 days +21:00:00
2018,SKR,2016-03-10 20:15:00,2016-03-10 23:30:00,1,20:45:00,44,-1 days +20:45:00
2019,DJS,2016-03-11 02:00:00,2016-03-11 05:00:00,1,21:00:00,45,-1 days +21:00:00
2020,HAS,2016-03-11 10:30:00,2016-03-11 14:00:00,1,20:30:00,44,-1 days +20:30:00
2021,SKR,2016-03-12 12:00:00,2016-03-12 18:00:00,1,18:00:00,42,-1 days +18:00:00
2022,CKL,2016-03-13 05:20:00,2016-03-13 08:00:00,1,21:20:00,45,-1 days +21:20:00
2023,SKR,2016-03-13 06:10:00,2016-03-13 10:20:00,1,19:50:00,43,-1 days +19:50:00
2024,SKR,2016-03-15 00:00:00,2016-03-15 05:00:00,1,19:00:00,43,-1 days +19:00:00
2025,HAS,2016-03-15 07:10:00,2016-03-15 10:00:00,1,21:10:00,45,-1 days +21:10:00
2026,SKR,2016-03-16 14:50:00,2016-03-16 18:00:00,1,20:50:00,44,-1 days +20:50:00
2027,SKR,2016-03-17 05:00:00,2016-03-17 07:00:00,1,22:00:00,46,-1 days +22:00:00
2028,HAS,2016-03-17 19:30:00,2016-03-17 22:00:00,1,21:30:00,45,-1 days +21:30:00
2029,SKR,2016-03-17 23:10:00,2016-03-18 03:00:00,1,20:10:00,44,-1 days +20:10:00
2030,CKL,2016-03-18 07:30:00,2016-03-18 10:00:00,1,21:30:00,45,-1 days +21:30:00
2031,DJS,2016-03-18 09:20:00,2016-03-18 12:00:00,1,21:20:00,45,-1 days +21:20:00
2032,SKR,2016-03-19 15:00:00,2016-03-19 21:00:00,1,18:00:00,42,-1 days +18:00:00
2033,SKR,2016-03-20 03:00:00,2016-03-20 08:00:00,1,19:00:00,43,-1 days +19:00:00
2034,SKR,2016-03-20 12:01:00,2016-03-20 14:00:00,1,22:01:00,46,-1 days +22:01:00
2035,SKR,2016-03-20 19:00:00,2016-03-21 00:00:00,1,19:00:00,43,-1 days +19:00:00
2036,HAS,2016-03-21 23:20:00,2016-03-22 09:00:00,1,14:20:00,38,-1 days +14:20:00
2037,SKR,2016-03-22 00:20:00,2016-03-22 03:00:00,1,21:20:00,45,-1 days +21:20:00
2038,SKR,2016-03-23 07:00:00,2016-03-23 10:30:00,1,20:30:00,44,-1 days +20:30:00
2039,SKR,2016-03-23 13:40:00,2016-03-23 15:30:00,1,22:10:00,46,-1 days +22:10:00
2040,HAS,2016-03-24 12:00:00,2016-03-24 13:00:00,1,23:00:00,47,-1 days +23:00:00
2041,SKR,2016-03-24 16:30:00,2016-03-24 19:00:00,1,21:30:00,45,-1 days +21:30:00
2042,DJS,2016-03-25 07:30:00,2016-03-25 10:00:00,1,21:30:00,45,-1 days +21:30:00
2043,SKR,2016-03-25 15:00:00,2016-03-25 20:00:00,1,19:00:00,43,-1 days +19:00:00
2044,CKL,2016-03-26 04:00:00,2016-03-26 10:00:00,1,18:00:00,42,-1 days +18:00:00
2045,SKR,2016-03-27 03:30:00,2016-03-27 10:00:00,1,17:30:00,41,-1 days +17:30:00
2046,SKR,2016-03-27 03:50:00,2016-03-27 05:00:00,1,22:50:00,46,-1 days +22:50:00
2047,SKR,2016-03-29 02:00:00,2016-03-29 04:00:00,1,22:00:00,46,-1 days +22:00:00
2048,SKR,2016-03-29 17:20:00,2016-03-29 22:00:00,1,19:20:00,43,-1 days +19:20:00
2049,SKR,2016-03-30 15:10:00,2016-03-30 18:00:00,1,21:10:00,45,-1 days +21:10:00
2050,SKR,2016-03-31 13:35:00,2016-03-31 15:00:00,1,22:35:00,46,-1 days +22:35:00
2051,SKR,2016-03-31 17:20:00,2016-03-31 22:00:00,1,19:20:00,43,-1 days +19:20:00
2052,SKR,2016-03-31 20:20:00,2016-04-01 02:00:00,1,18:20:00,42,-1 days +18:20:00
2053,DJS,2016-04-01 02:30:00,2016-04-01 05:00:00,1,21:30:00,45,-1 days +21:30:00
2054,CKL,2016-04-01 13:00:00,2016-04-01 19:00:00,1,18:00:00,42,-1 days +18:00:00
2055,SKR,2016-04-02 16:00:00,2016-04-02 20:00:00,1,20:00:00,44,-1 days +20:00:00
2056,SKR,2016-04-03 04:00:00,2016-04-03 12:00:00,1,16:00:00,40,-1 days +16:00:00
2057,SKR,2016-04-03 09:00:00,2016-04-03 13:00:00,1,20:00:00,44,-1 days +20:00:00
2058,SKR,2016-04-05 00:20:00,2016-04-05 04:00:00,1,20:20:00,44,-1 days +20:20:00
2059,HAS,2016-04-05 09:10:00,2016-04-05 11:00:00,1,22:10:00,46,-1 days +22:10:00
2060,SKR,2016-04-05 20:10:00,2016-04-06 00:00:00,1,20:10:00,44,-1 days +20:10:00
2061,SKR,2016-04-06 13:00:00,2016-04-06 17:00:00,1,20:00:00,44,-1 days +20:00:00
2062,SKR,2016-04-07 15:40:00,2016-04-07 19:00:00,1,20:40:00,44,-1 days +20:40:00
2063,SKR,2016-04-08 15:00:00,2016-04-08 23:00:00,1,16:00:00,40,-1 days +16:00:00
2064,CKL,2016-04-09 05:00:00,2016-04-09 12:00:00,1,17:00:00,41,-1 days +17:00:00
2065,SKR,2016-04-09 12:00:00,2016-04-09 16:00:00,1,20:00:00,44,-1 days +20:00:00
2066,SKR,2016-04-09 18:00:00,2016-04-09 22:00:00,1,20:00:00,44,-1 days +20:00:00
2067,SKR,2016-04-10 05:00:00,2016-04-10 10:00:00,1,19:00:00,43,-1 days +19:00:00
2068,SKR,2016-04-12 04:00:00,2016-04-12 08:00:00,1,20:00:00,44,-1 days +20:00:00
2069,HAS,2016-04-12 10:00:00,2016-04-12 14:00:00,1,20:00:00,44,-1 days +20:00:00
2070,SKR,2016-04-12 19:20:00,2016-04-12 22:00:00,1,21:20:00,45,-1 days +21:20:00
2071,SKR,2016-04-13 15:20:00,2016-04-13 18:00:00,1,21:20:00,45,-1 days +21:20:00
2072,SKR,2016-04-14 15:00:00,2016-04-14 18:00:00,1,21:00:00,45,-1 days +21:00:00
2073,HAS,2016-04-14 15:20:00,2016-04-14 16:00:00,1,23:20:00,47,-1 days +23:20:00
2074,SKR,2016-04-14 22:40:00,2016-04-15 01:00:00,1,21:40:00,45,-1 days +21:40:00
2075,DJS,2016-04-15 03:00:00,2016-04-15 06:00:00,1,21:00:00,45,-1 days +21:00:00
2076,CKL,2016-04-16 06:00:00,2016-04-16 10:00:00,1,20:00:00,44,-1 days +20:00:00
2077,SKR,2016-04-16 18:00:00,2016-04-16 23:00:00,1,19:00:00,43,-1 days +19:00:00
2078,SKR,2016-04-16 22:00:00,2016-04-17 12:00:00,1,10:00:00,34,-1 days +10:00:00
2079,SKR,2016-04-16 23:00:00,2016-04-17 14:00:00,1,09:00:00,33,-1 days +09:00:00
2080,HAS,2016-04-19 00:50:00,2016-04-19 05:00:00,1,19:50:00,43,-1 days +19:50:00
2081,SKR,2016-04-19 04:00:00,2016-04-19 06:00:00,1,22:00:00,46,-1 days +22:00:00
2082,SKR,2016-04-19 19:00:00,2016-04-19 22:00:00,1,21:00:00,45,-1 days +21:00:00
2083,SKR,2016-04-20 11:00:00,2016-04-20 16:00:00,1,19:00:00,43,-1 days +19:00:00
2084,SKR,2016-04-21 16:00:00,2016-04-21 21:00:00,1,19:00:00,43,-1 days +19:00:00
2085,SKR,2016-04-22 01:00:00,2016-04-22 05:00:00,1,20:00:00,44,-1 days +20:00:00
2086,CKL,2016-04-23 04:00:00,2016-04-23 06:00:00,1,22:00:00,46,-1 days +22:00:00
2087,DJS,2016-04-23 19:10:00,2016-04-23 21:00:00,1,22:10:00,46,-1 days +22:10:00
2088,SKR,2016-04-23 20:00:00,2016-04-24 00:00:00,1,20:00:00,44,-1 days +20:00:00
2089,SKR,2016-04-24 02:40:00,2016-04-24 06:00:00,1,20:40:00,44,-1 days +20:40:00
2090,SKR,2016-04-24 09:00:00,2016-04-24 12:00:00,1,21:00:00,45,-1 days +21:00:00
2091,SKR,2016-04-26 01:00:00,2016-04-26 03:00:00,1,22:00:00,46,-1 days +22:00:00
2092,HAS,2016-04-26 11:30:00,2016-04-26 14:00:00,1,21:30:00,45,-1 days +21:30:00
2093,SKR,2016-04-27 00:00:00,2016-04-27 02:00:00,1,22:00:00,46,-1 days +22:00:00
2094,SKR,2016-04-27 14:20:00,2016-04-27 17:00:00,1,21:20:00,45,-1 days +21:20:00
2095,SKR,2016-04-28 10:00:00,2016-04-28 12:00:00,1,22:00:00,46,-1 days +22:00:00
2096,HAS,2016-04-30 01:40:00,2016-04-30 05:00:00,1,20:40:00,44,-1 days +20:40:00
2097,SKR,2016-04-30 02:00:00,2016-04-30 06:00:00,1,20:00:00,44,-1 days +20:00:00
2098,CKL,2016-04-30 08:00:00,2016-04-30 11:00:00,1,21:00:00,45,-1 days +21:00:00
2099,SKR,2016-04-30 12:00:00,2016-04-30 14:00:00,1,22:00:00,46,-1 days +22:00:00
2100,SKR,2016-05-02 19:10:00,2016-05-02 21:00:00,1,22:10:00,46,-1 days +22:10:00
2101,HAS,2016-05-03 00:00:00,2016-05-03 03:00:00,1,21:00:00,45,-1 days +21:00:00
2102,SKR,2016-05-03 01:20:00,2016-05-04 00:00:00,1,01:20:00,25,-1 days +01:20:00
2103,SKR,2016-05-04 13:00:00,2016-05-04 14:30:00,1,22:30:00,46,-1 days +22:30:00
2104,SKR,2016-05-04 15:35:00,2016-05-04 18:00:00,1,21:35:00,45,-1 days +21:35:00
2105,SKR,2016-05-05 17:30:00,2016-05-05 20:00:00,1,21:30:00,45,-1 days +21:30:00
2106,SKR,2016-05-05 21:00:00,2016-05-05 23:00:00,1,22:00:00,46,-1 days +22:00:00
2107,CKL,2016-05-07 11:13:00,2016-05-07 15:00:00,1,20:13:00,44,-1 days +20:13:00
2108,SKR,2016-05-07 20:00:00,2016-05-07 22:00:00,1,22:00:00,46,-1 days +22:00:00
2109,SKR,2016-05-07 21:20:00,2016-05-08 06:00:00,1,15:20:00,39,-1 days +15:20:00
2110,SKR,2016-05-08 10:00:00,2016-05-08 13:00:00,1,21:00:00,45,-1 days +21:00:00
2111,SKR,2016-05-09 14:00:00,2016-05-09 16:00:00,1,22:00:00,46,-1 days +22:00:00
2112,SKR,2016-05-10 01:40:00,2016-05-10 05:00:00,1,20:40:00,44,-1 days +20:40:00
2113,HAS,2016-05-10 09:00:00,2016-05-10 11:00:00,1,22:00:00,46,-1 days +22:00:00
2114,SKR,2016-05-11 21:10:00,2016-05-11 23:00:00,1,22:10:00,46,-1 days +22:10:00
2115,SKR,2016-05-12 12:00:00,2016-05-12 16:00:00,1,20:00:00,44,-1 days +20:00:00
2116,SKR,2016-05-12 12:00:00,2016-05-12 15:00:00,1,21:00:00,45,-1 days +21:00:00
2117,HAS,2016-05-12 13:00:00,2016-05-12 14:00:00,1,23:00:00,47,-1 days +23:00:00
2118,SKR,2016-05-12 16:30:00,2016-05-12 19:00:00,1,21:30:00,45,-1 days +21:30:00
2119,DJS,2016-05-13 04:00:00,2016-05-13 10:00:00,1,18:00:00,42,-1 days +18:00:00
2120,CKL,2016-05-14 04:00:00,2016-05-14 06:00:00,1,22:00:00,46,-1 days +22:00:00
2121,SKR,2016-05-14 18:10:00,2016-05-14 22:00:00,1,20:10:00,44,-1 days +20:10:00
2122,SKR,2016-05-16 03:30:00,2016-05-16 06:00:00,1,21:30:00,45,-1 days +21:30:00
2123,SKR,2016-05-17 01:20:00,2016-05-17 04:10:00,1,21:10:00,45,-1 days +21:10:00
2124,HAS,2016-05-17 10:10:00,2016-05-17 12:00:00,1,22:10:00,46,-1 days +22:10:00
2125,SKR,2016-05-18 03:40:00,2016-05-18 06:00:00,1,21:40:00,45,-1 days +21:40:00
2126,SKR,2016-05-18 11:00:00,2016-05-18 14:00:00,1,21:00:00,45,-1 days +21:00:00
2127,SKR,2016-05-19 14:00:00,2016-05-19 18:00:00,1,20:00:00,44,-1 days +20:00:00
2128,SKR,2016-05-20 02:00:00,2016-05-20 04:30:00,1,21:30:00,45,-1 days +21:30:00
2129,DJS,2016-05-20 05:40:00,2016-05-20 07:00:00,1,22:40:00,46,-1 days +22:40:00
2130,CKL,2016-05-21 03:00:00,2016-05-21 05:00:00,1,22:00:00,46,-1 days +22:00:00
2131,SKR,2016-05-22 01:00:00,2016-05-22 04:00:00,1,21:00:00,45,-1 days +21:00:00
2132,SKR,2016-05-22 04:00:00,2016-05-22 08:00:00,1,20:00:00,44,-1 days +20:00:00
2133,SKR,2016-05-22 04:20:00,2016-05-22 06:00:00,1,22:20:00,46,-1 days +22:20:00
2134,SKR,2016-05-24 01:20:00,2016-05-24 05:00:00,1,20:20:00,44,-1 days +20:20:00
2135,HAS,2016-05-24 11:00:00,2016-05-24 14:00:00,1,21:00:00,45,-1 days +21:00:00
2136,SKR,2016-05-25 06:00:00,2016-05-25 10:00:00,1,20:00:00,44,-1 days +20:00:00
2137,SKR,2016-05-25 14:00:00,2016-05-25 16:30:00,1,21:30:00,45,-1 days +21:30:00
2138,SKR,2016-05-26 05:20:00,2016-05-26 09:00:00,1,20:20:00,44,-1 days +20:20:00
2139,HAS,2016-05-26 10:00:00,2016-05-26 12:00:00,1,22:00:00,46,-1 days +22:00:00
2140,CKL,2016-05-26 10:00:00,2016-05-26 13:00:00,1,21:00:00,45,-1 days +21:00:00
