,Ship Company,Enter Time,Out Time,Duration days,Duration hours,Total duration(Hours),Day difference
692,SKR,2014-08-13 20:00:00,2014-08-13 23:00:00,1,21:00:00,45,-1 days +21:00:00
693,SKR,2014-08-14 15:00:00,2014-08-14 22:00:00,1,17:00:00,41,-1 days +17:00:00
694,SKR,2014-08-15 01:00:00,2014-08-15 06:00:00,1,19:00:00,43,-1 days +19:00:00
695,DJS,2014-08-15 19:00:00,2014-08-15 23:00:00,1,20:00:00,44,-1 days +20:00:00
696,SKR,2014-08-16 22:25:00,2014-08-17 01:00:00,1,21:25:00,45,-1 days +21:25:00
697,DJS,2014-08-17 03:40:00,2014-08-17 08:00:00,1,19:40:00,43,-1 days +19:40:00
698,SKR,2014-08-17 09:00:00,2014-08-17 20:00:00,1,13:00:00,37,-1 days +13:00:00
699,SKR,2014-08-19 01:10:00,2014-08-19 03:00:00,1,22:10:00,46,-1 days +22:10:00
700,SKR,2014-08-19 18:15:00,2014-08-19 21:00:00,1,21:15:00,45,-1 days +21:15:00
701,SKR,2014-08-20 05:00:00,2014-08-20 09:00:00,1,20:00:00,44,-1 days +20:00:00
702,SKR,2014-08-20 13:15:00,2014-08-20 16:30:00,1,20:45:00,44,-1 days +20:45:00
703,SKR,2014-08-21 04:00:00,2014-08-21 08:00:00,1,20:00:00,44,-1 days +20:00:00
704,HAS,2014-08-21 05:00:00,2014-08-21 07:00:00,1,22:00:00,46,-1 days +22:00:00
705,SKR,2014-08-21 11:05:00,2014-08-21 16:00:00,1,19:05:00,43,-1 days +19:05:00
706,SKR,2014-08-21 20:00:00,2014-08-21 23:00:00,1,21:00:00,45,-1 days +21:00:00
707,DJS,2014-08-22 05:00:00,2014-08-22 10:00:00,1,19:00:00,43,-1 days +19:00:00
708,SKR,2014-08-23 09:20:00,2014-08-23 12:00:00,1,21:20:00,45,-1 days +21:20:00
709,DJS,2014-08-24 14:30:00,2014-08-24 18:00:00,1,20:30:00,44,-1 days +20:30:00
710,SKR,2014-08-24 18:00:00,2014-08-24 20:00:00,1,22:00:00,46,-1 days +22:00:00
711,SKR,2014-08-26 15:20:00,2014-08-26 18:00:00,1,21:20:00,45,-1 days +21:20:00
712,SKR,2014-08-26 22:00:00,2014-08-27 01:00:00,1,21:00:00,45,-1 days +21:00:00
713,SKR,2014-08-27 08:05:00,2014-08-27 11:00:00,1,21:05:00,45,-1 days +21:05:00
714,SKR,2014-08-27 18:00:00,2014-08-27 21:00:00,1,21:00:00,45,-1 days +21:00:00
715,HAS,2014-08-28 04:00:00,2014-08-28 08:00:00,1,20:00:00,44,-1 days +20:00:00
716,SKR,2014-08-28 04:10:00,2014-08-28 08:00:00,1,20:10:00,44,-1 days +20:10:00
717,SKR,2014-08-28 22:00:00,2014-08-29 00:00:00,1,22:00:00,46,-1 days +22:00:00
718,DJS,2014-08-29 04:10:00,2014-08-29 10:00:00,1,18:10:00,42,-1 days +18:10:00
719,SKR,2014-08-30 11:00:00,2014-08-30 14:00:00,1,21:00:00,45,-1 days +21:00:00
720,DJS,2014-08-31 04:00:00,2014-08-31 09:00:00,1,19:00:00,43,-1 days +19:00:00
721,SKR,2014-08-31 15:00:00,2014-08-31 21:00:00,1,18:00:00,42,-1 days +18:00:00
722,SKR,2014-09-02 02:00:00,2014-09-02 04:00:00,1,22:00:00,46,-1 days +22:00:00
723,SKR,2014-09-02 07:00:00,2014-09-02 12:00:00,1,19:00:00,43,-1 days +19:00:00
724,SKR,2014-09-02 17:50:00,2014-09-02 22:00:00,1,19:50:00,43,-1 days +19:50:00
725,SKR,2014-09-03 13:10:00,2014-09-03 20:00:00,1,17:10:00,41,-1 days +17:10:00
726,SKR,2014-09-04 04:00:00,2014-09-04 07:00:00,1,21:00:00,45,-1 days +21:00:00
727,SKR,2014-09-05 01:10:00,2014-09-05 03:00:00,1,22:10:00,46,-1 days +22:10:00
728,DJS,2014-09-05 04:40:00,2014-09-05 10:00:00,1,18:40:00,42,-1 days +18:40:00
729,SKR,2014-09-07 09:10:00,2014-09-07 13:00:00,1,20:10:00,44,-1 days +20:10:00
730,SKR,2014-09-07 20:30:00,2014-09-08 00:00:00,1,20:30:00,44,-1 days +20:30:00
731,SKR,2014-09-08 00:30:00,2014-09-08 04:15:00,1,20:15:00,44,-1 days +20:15:00
732,DJS,2014-09-08 01:00:00,2014-09-08 05:00:00,1,20:00:00,44,-1 days +20:00:00
733,SKR,2014-09-09 09:00:00,2014-09-09 12:00:00,1,21:00:00,45,-1 days +21:00:00
734,SKR,2014-09-09 21:00:00,2014-09-10 00:00:00,1,21:00:00,45,-1 days +21:00:00
735,SKR,2014-09-10 18:00:00,2014-09-11 03:00:00,1,15:00:00,39,-1 days +15:00:00
736,SKR,2014-09-11 04:20:00,2014-09-11 06:00:00,1,22:20:00,46,-1 days +22:20:00
737,SKR,2014-09-12 01:00:00,2014-09-12 03:00:00,1,22:00:00,46,-1 days +22:00:00
738,DJS,2014-09-12 03:00:00,2014-09-12 07:00:00,1,20:00:00,44,-1 days +20:00:00
739,SKR,2014-09-13 11:30:00,2014-09-13 15:00:00,1,20:30:00,44,-1 days +20:30:00
740,SKR,2014-09-14 02:00:00,2014-09-14 11:00:00,1,15:00:00,39,-1 days +15:00:00
741,DJS,2014-09-15 04:00:00,2014-09-15 07:00:00,1,21:00:00,45,-1 days +21:00:00
742,SKR,2014-09-16 01:00:00,2014-09-16 04:00:00,1,21:00:00,45,-1 days +21:00:00
743,SKR,2014-09-16 08:50:00,2014-09-16 12:00:00,1,20:50:00,44,-1 days +20:50:00
744,SKR,2014-09-16 14:20:00,2014-09-16 20:00:00,1,18:20:00,42,-1 days +18:20:00
745,SKR,2014-09-17 10:00:00,2014-09-17 13:00:00,1,21:00:00,45,-1 days +21:00:00
746,SKR,2014-09-18 03:00:00,2014-09-18 07:00:00,1,20:00:00,44,-1 days +20:00:00
747,SKR,2014-09-19 02:00:00,2014-09-19 04:00:00,1,22:00:00,46,-1 days +22:00:00
748,DJS,2014-09-19 03:00:00,2014-09-19 05:00:00,1,22:00:00,46,-1 days +22:00:00
749,SKR,2014-09-20 20:10:00,2014-09-21 00:00:00,1,20:10:00,44,-1 days +20:10:00
750,DJS,2014-09-21 02:05:00,2014-09-21 05:00:00,1,21:05:00,45,-1 days +21:05:00
751,SKR,2014-09-21 09:00:00,2014-09-21 19:00:00,1,14:00:00,38,-1 days +14:00:00
752,SKR,2014-09-23 01:00:00,2014-09-23 05:00:00,1,20:00:00,44,-1 days +20:00:00
753,SKR,2014-09-23 05:00:00,2014-09-23 08:00:00,1,21:00:00,45,-1 days +21:00:00
754,SKR,2014-09-24 16:40:00,2014-09-25 00:00:00,1,16:40:00,40,-1 days +16:40:00
755,SKR,2014-09-24 17:00:00,2014-09-24 20:00:00,1,21:00:00,45,-1 days +21:00:00
756,SKR,2014-09-25 03:00:00,2014-09-25 07:00:00,1,20:00:00,44,-1 days +20:00:00
757,SKR,2014-09-26 03:20:00,2014-09-26 05:00:00,1,22:20:00,46,-1 days +22:20:00
758,DJS,2014-09-26 03:40:00,2014-09-26 12:00:00,1,15:40:00,39,-1 days +15:40:00
759,SKR,2014-09-27 11:00:00,2014-09-27 15:00:00,1,20:00:00,44,-1 days +20:00:00
760,SKR,2014-09-27 21:00:00,2014-09-28 10:00:00,1,11:00:00,35,-1 days +11:00:00
761,DJS,2014-09-28 02:30:00,2014-09-28 06:00:00,1,20:30:00,44,-1 days +20:30:00
762,SKR,2014-09-30 09:00:00,2014-09-30 12:00:00,1,21:00:00,45,-1 days +21:00:00
763,SKR,2014-09-30 16:30:00,2014-09-30 19:00:00,1,21:30:00,45,-1 days +21:30:00
764,SKR,2014-10-01 13:00:00,2014-10-01 20:00:00,1,17:00:00,41,-1 days +17:00:00
765,SKR,2014-10-02 04:00:00,2014-10-02 07:00:00,1,21:00:00,45,-1 days +21:00:00
766,SKR,2014-10-03 02:00:00,2014-10-03 04:30:00,1,21:30:00,45,-1 days +21:30:00
767,DJS,2014-10-03 07:15:00,2014-10-03 12:00:00,1,19:15:00,43,-1 days +19:15:00
768,HAS,2014-10-03 10:00:00,2014-10-03 12:00:00,1,22:00:00,46,-1 days +22:00:00
769,SKR,2014-10-04 11:30:00,2014-10-04 14:00:00,1,21:30:00,45,-1 days +21:30:00
770,DJS,2014-10-06 18:20:00,2014-10-06 20:00:00,1,22:20:00,46,-1 days +22:20:00
771,SKR,2014-10-07 15:00:00,2014-10-07 18:00:00,1,21:00:00,45,-1 days +21:00:00
772,SKR,2014-10-08 06:00:00,2014-10-08 10:00:00,1,20:00:00,44,-1 days +20:00:00
773,SKR,2014-10-09 06:00:00,2014-10-09 09:00:00,1,21:00:00,45,-1 days +21:00:00
774,HAS,2014-10-09 15:00:00,2014-10-09 17:00:00,1,22:00:00,46,-1 days +22:00:00
775,SKR,2014-10-09 19:00:00,2014-10-09 22:00:00,1,21:00:00,45,-1 days +21:00:00
776,DJS,2014-10-10 04:10:00,2014-10-10 10:00:00,1,18:10:00,42,-1 days +18:10:00
777,SKR,2014-10-10 12:00:00,2014-10-10 14:00:00,1,22:00:00,46,-1 days +22:00:00
778,SKR,2014-10-11 14:00:00,2014-10-11 17:00:00,1,21:00:00,45,-1 days +21:00:00
779,DJS,2014-10-13 19:00:00,2014-10-14 04:00:00,1,15:00:00,39,-1 days +15:00:00
780,SKR,2014-10-13 21:00:00,2014-10-14 04:00:00,1,17:00:00,41,-1 days +17:00:00
781,SKR,2014-10-14 18:00:00,2014-10-14 23:00:00,1,19:00:00,43,-1 days +19:00:00
782,SKR,2014-10-16 03:00:00,2014-10-16 08:00:00,1,19:00:00,43,-1 days +19:00:00
783,SKR,2014-10-16 10:00:00,2014-10-16 14:00:00,1,20:00:00,44,-1 days +20:00:00
784,SKR,2014-10-17 13:00:00,2014-10-17 16:00:00,1,21:00:00,45,-1 days +21:00:00
785,HAS,2014-10-17 14:00:00,2014-10-17 16:00:00,1,22:00:00,46,-1 days +22:00:00
786,DJS,2014-10-17 16:30:00,2014-10-17 19:10:00,1,21:20:00,45,-1 days +21:20:00
787,SKR,2014-10-17 17:10:00,2014-10-17 19:00:00,1,22:10:00,46,-1 days +22:10:00
788,DJS,2014-10-19 04:30:00,2014-10-19 07:00:00,1,21:30:00,45,-1 days +21:30:00
789,SKR,2014-10-19 21:00:00,2014-10-20 01:00:00,1,20:00:00,44,-1 days +20:00:00
790,SKR,2014-10-21 03:00:00,2014-10-21 05:00:00,1,22:00:00,46,-1 days +22:00:00
791,SKR,2014-10-21 09:00:00,2014-10-21 14:00:00,1,19:00:00,43,-1 days +19:00:00
792,SKR,2014-10-22 08:00:00,2014-10-23 06:00:00,1,02:00:00,26,-1 days +02:00:00
793,SKR,2014-10-22 14:20:00,2014-10-23 03:00:00,1,11:20:00,35,-1 days +11:20:00
794,SKR,2014-10-24 03:00:00,2014-10-24 11:00:00,1,16:00:00,40,-1 days +16:00:00
795,SKR,2014-10-24 09:00:00,2014-10-24 13:00:00,1,20:00:00,44,-1 days +20:00:00
796,SKR,2014-10-25 11:00:00,2014-10-25 14:00:00,1,21:00:00,45,-1 days +21:00:00
797,DJS,2014-10-25 18:00:00,2014-10-25 21:20:00,1,20:40:00,44,-1 days +20:40:00
798,SKR,2014-10-27 03:00:00,2014-10-27 13:00:00,1,14:00:00,38,-1 days +14:00:00
799,DJS,2014-10-27 17:40:00,2014-10-27 22:00:00,1,19:40:00,43,-1 days +19:40:00
800,SKR,2014-10-28 06:00:00,2014-10-28 11:00:00,1,19:00:00,43,-1 days +19:00:00
801,SKR,2014-10-28 10:20:00,2014-10-28 14:00:00,1,20:20:00,44,-1 days +20:20:00
802,SKR,2014-10-28 17:30:00,2014-10-28 20:00:00,1,21:30:00,45,-1 days +21:30:00
803,SKR,2014-10-29 11:00:00,2014-10-29 13:20:00,1,21:40:00,45,-1 days +21:40:00
804,SKR,2014-10-29 18:40:00,2014-10-29 21:00:00,1,21:40:00,45,-1 days +21:40:00
805,HAS,2014-10-30 03:20:00,2014-10-30 05:00:00,1,22:20:00,46,-1 days +22:20:00
806,SKR,2014-10-30 14:00:00,2014-10-30 16:00:00,1,22:00:00,46,-1 days +22:00:00
807,DJS,2014-10-31 03:00:00,2014-10-31 08:00:00,1,19:00:00,43,-1 days +19:00:00
808,SKR,2014-10-31 03:00:00,2014-10-31 06:00:00,1,21:00:00,45,-1 days +21:00:00
809,SKR,2014-11-01 13:00:00,2014-11-01 17:00:00,1,20:00:00,44,-1 days +20:00:00
810,DJS,2014-11-02 04:30:00,2014-11-02 06:40:00,1,21:50:00,45,-1 days +21:50:00
811,SKR,2014-11-03 04:00:00,2014-11-03 07:00:00,1,21:00:00,45,-1 days +21:00:00
812,SKR,2014-11-03 16:20:00,2014-11-03 22:00:00,1,18:20:00,42,-1 days +18:20:00
813,SKR,2014-11-04 01:00:00,2014-11-04 04:00:00,1,21:00:00,45,-1 days +21:00:00
814,SKR,2014-11-05 09:00:00,2014-11-05 12:30:00,1,20:30:00,44,-1 days +20:30:00
815,SKR,2014-11-05 17:00:00,2014-11-05 20:00:00,1,21:00:00,45,-1 days +21:00:00
816,SKR,2014-11-06 07:00:00,2014-11-06 09:00:00,1,22:00:00,46,-1 days +22:00:00
817,HAS,2014-11-06 12:20:00,2014-11-06 15:00:00,1,21:20:00,45,-1 days +21:20:00
818,SKR,2014-11-06 23:20:00,2014-11-07 02:00:00,1,21:20:00,45,-1 days +21:20:00
819,DJS,2014-11-07 08:00:00,2014-11-07 12:00:00,1,20:00:00,44,-1 days +20:00:00
820,SKR,2014-11-08 12:00:00,2014-11-08 16:00:00,1,20:00:00,44,-1 days +20:00:00
821,DJS,2014-11-09 01:50:00,2014-11-09 05:00:00,1,20:50:00,44,-1 days +20:50:00
822,SKR,2014-11-09 19:50:00,2014-11-10 00:00:00,1,19:50:00,43,-1 days +19:50:00
823,SKR,2014-11-11 01:00:00,2014-11-11 03:00:00,1,22:00:00,46,-1 days +22:00:00
824,SKR,2014-11-11 16:00:00,2014-11-11 20:00:00,1,20:00:00,44,-1 days +20:00:00
825,SKR,2014-11-11 20:10:00,2014-11-11 22:00:00,1,22:10:00,46,-1 days +22:10:00
826,SKR,2014-11-12 10:00:00,2014-11-12 16:00:00,1,18:00:00,42,-1 days +18:00:00
827,HAS,2014-11-13 10:10:00,2014-11-13 12:00:00,1,22:10:00,46,-1 days +22:10:00
828,SKR,2014-11-13 20:00:00,2014-11-13 22:30:00,1,21:30:00,45,-1 days +21:30:00
829,SKR,2014-11-14 05:40:00,2014-11-14 08:00:00,1,21:40:00,45,-1 days +21:40:00
830,DJS,2014-11-14 19:30:00,2014-11-15 02:00:00,1,17:30:00,41,-1 days +17:30:00
831,SKR,2014-11-15 13:00:00,2014-11-15 18:00:00,1,19:00:00,43,-1 days +19:00:00
832,SKR,2014-11-16 05:30:00,2014-11-16 09:00:00,1,20:30:00,44,-1 days +20:30:00
833,DJS,2014-11-16 19:05:00,2014-11-17 04:00:00,1,15:05:00,39,-1 days +15:05:00
834,SKR,2014-11-18 15:00:00,2014-11-18 19:00:00,1,20:00:00,44,-1 days +20:00:00
835,SKR,2014-11-18 15:00:00,2014-11-18 21:00:00,1,18:00:00,42,-1 days +18:00:00
836,SKR,2014-11-19 01:00:00,2014-11-19 05:00:00,1,20:00:00,44,-1 days +20:00:00
837,SKR,2014-11-19 10:00:00,2014-11-19 14:00:00,1,20:00:00,44,-1 days +20:00:00
838,SKR,2014-11-20 04:00:00,2014-11-20 06:30:00,1,21:30:00,45,-1 days +21:30:00
839,SKR,2014-11-20 18:00:00,2014-11-20 22:00:00,1,20:00:00,44,-1 days +20:00:00
840,DJS,2014-11-21 08:50:00,2014-11-21 13:00:00,1,19:50:00,43,-1 days +19:50:00
841,SKR,2014-11-22 12:00:00,2014-11-22 14:00:00,1,22:00:00,46,-1 days +22:00:00
842,DJS,2014-11-23 02:30:00,2014-11-23 04:00:00,1,22:30:00,46,-1 days +22:30:00
843,SKR,2014-11-23 15:10:00,2014-11-23 21:00:00,1,18:10:00,42,-1 days +18:10:00
844,SKR,2014-11-23 23:00:00,2014-11-24 12:00:00,1,11:00:00,35,-1 days +11:00:00
845,SKR,2014-11-25 01:00:00,2014-11-25 04:00:00,1,21:00:00,45,-1 days +21:00:00
846,SKR,2014-11-26 20:20:00,2014-11-27 00:00:00,1,20:20:00,44,-1 days +20:20:00
847,SKR,2014-11-27 03:40:00,2014-11-27 06:00:00,1,21:40:00,45,-1 days +21:40:00
848,HAS,2014-11-27 13:00:00,2014-11-27 15:00:00,1,22:00:00,46,-1 days +22:00:00
849,SKR,2014-11-28 01:00:00,2014-11-28 03:00:00,1,22:00:00,46,-1 days +22:00:00
850,DJS,2014-11-28 04:00:00,2014-11-28 13:00:00,1,15:00:00,39,-1 days +15:00:00
851,SKR,2014-11-29 13:10:00,2014-11-29 16:00:00,1,21:10:00,45,-1 days +21:10:00
852,SKR,2014-11-29 22:00:00,2014-11-30 12:00:00,1,10:00:00,34,-1 days +10:00:00
853,DJS,2014-11-30 03:40:00,2014-11-30 07:00:00,1,20:40:00,44,-1 days +20:40:00
854,SKR,2014-12-02 01:00:00,2014-12-02 04:10:00,1,20:50:00,44,-1 days +20:50:00
855,SKR,2014-12-02 01:00:00,2014-12-02 03:00:00,1,22:00:00,46,-1 days +22:00:00
856,SKR,2014-12-02 04:00:00,2014-12-02 11:00:00,1,17:00:00,41,-1 days +17:00:00
857,SKR,2014-12-02 17:00:00,2014-12-02 20:00:00,1,21:00:00,45,-1 days +21:00:00
858,SKR,2014-12-03 13:40:00,2014-12-03 17:00:00,1,20:40:00,44,-1 days +20:40:00
859,SKR,2014-12-03 17:00:00,2014-12-03 20:00:00,1,21:00:00,45,-1 days +21:00:00
860,SKR,2014-12-04 03:30:00,2014-12-04 05:00:00,1,22:30:00,46,-1 days +22:30:00
861,DJS,2014-12-05 03:10:00,2014-12-05 06:00:00,1,21:10:00,45,-1 days +21:10:00
862,SKR,2014-12-06 06:40:00,2014-12-06 12:00:00,1,18:40:00,42,-1 days +18:40:00
863,SKR,2014-12-07 10:00:00,2014-12-07 12:00:00,1,22:00:00,46,-1 days +22:00:00
864,DJS,2014-12-07 13:00:00,2014-12-07 15:00:00,1,22:00:00,46,-1 days +22:00:00
865,SKR,2014-12-08 08:00:00,2014-12-08 15:00:00,1,17:00:00,41,-1 days +17:00:00
866,SKR,2014-12-09 18:00:00,2014-12-09 20:00:00,1,22:00:00,46,-1 days +22:00:00
867,SKR,2014-12-10 06:30:00,2014-12-10 19:00:00,1,11:30:00,35,-1 days +11:30:00
868,SKR,2014-12-10 11:00:00,2014-12-10 13:55:00,1,21:05:00,45,-1 days +21:05:00
869,SKR,2014-12-10 16:00:00,2014-12-10 17:00:00,1,23:00:00,47,-1 days +23:00:00
870,HAS,2014-12-11 06:00:00,2014-12-11 08:00:00,1,22:00:00,46,-1 days +22:00:00
871,SKR,2014-12-11 12:00:00,2014-12-11 15:00:00,1,21:00:00,45,-1 days +21:00:00
872,DJS,2014-12-12 04:00:00,2014-12-12 08:00:00,1,20:00:00,44,-1 days +20:00:00
873,SKR,2014-12-12 19:00:00,2014-12-12 23:00:00,1,20:00:00,44,-1 days +20:00:00
874,SKR,2014-12-13 12:00:00,2014-12-13 15:00:00,1,21:00:00,45,-1 days +21:00:00
875,SKR,2014-12-13 22:40:00,2014-12-14 00:30:00,1,22:10:00,46,-1 days +22:10:00
876,DJS,2014-12-15 05:20:00,2014-12-15 15:00:00,1,14:20:00,38,-1 days +14:20:00
877,SKR,2014-12-15 22:00:00,2014-12-16 07:00:00,1,15:00:00,39,-1 days +15:00:00
878,SKR,2014-12-16 02:00:00,2014-12-16 10:00:00,1,16:00:00,40,-1 days +16:00:00
879,HAS,2014-12-16 09:00:00,2014-12-16 21:00:00,1,12:00:00,36,-1 days +12:00:00
880,SKR,2014-12-16 14:15:00,2014-12-16 16:00:00,1,22:15:00,46,-1 days +22:15:00
881,SKR,2014-12-17 23:20:00,2014-12-18 09:00:00,1,14:20:00,38,-1 days +14:20:00
882,SKR,2014-12-19 08:00:00,2014-12-19 14:00:00,1,18:00:00,42,-1 days +18:00:00
883,SKR,2014-12-19 10:00:00,2014-12-19 14:00:00,1,20:00:00,44,-1 days +20:00:00
884,DJS,2014-12-20 16:10:00,2014-12-21 01:00:00,1,15:10:00,39,-1 days +15:10:00
885,SKR,2014-12-20 21:00:00,2014-12-20 23:00:00,1,22:00:00,46,-1 days +22:00:00
886,SKR,2014-12-21 07:50:00,2014-12-21 11:00:00,1,20:50:00,44,-1 days +20:50:00
887,DJS,2014-12-22 20:20:00,2014-12-22 23:00:00,1,21:20:00,45,-1 days +21:20:00
888,SKR,2014-12-24 01:00:00,2014-12-24 06:00:00,1,19:00:00,43,-1 days +19:00:00
889,HAS,2014-12-24 01:40:00,2014-12-24 04:00:00,1,21:40:00,45,-1 days +21:40:00
890,SKR,2014-12-24 11:00:00,2014-12-24 18:00:00,1,17:00:00,41,-1 days +17:00:00
891,SKR,2014-12-24 15:00:00,2014-12-24 17:00:00,1,22:00:00,46,-1 days +22:00:00
892,SKR,2014-12-25 17:00:00,2014-12-25 19:00:00,1,22:00:00,46,-1 days +22:00:00
893,SKR,2014-12-26 04:00:00,2014-12-26 09:00:00,1,19:00:00,43,-1 days +19:00:00
894,DJS,2014-12-26 07:00:00,2014-12-26 12:00:00,1,19:00:00,43,-1 days +19:00:00
895,SKR,2014-12-27 02:00:00,2014-12-27 04:00:00,1,22:00:00,46,-1 days +22:00:00
896,SKR,2014-12-27 13:30:00,2014-12-27 15:00:00,1,22:30:00,46,-1 days +22:30:00
897,DJS,2014-12-28 03:00:00,2014-12-28 06:00:00,1,21:00:00,45,-1 days +21:00:00
898,SKR,2014-12-28 05:00:00,2014-12-28 07:00:00,1,22:00:00,46,-1 days +22:00:00
899,SKR,2014-12-30 00:50:00,2014-12-30 03:00:00,1,21:50:00,45,-1 days +21:50:00
900,SKR,2014-12-31 18:00:00,2014-12-31 20:00:00,1,22:00:00,46,-1 days +22:00:00
901,SKR,2015-01-04 09:00:00,2015-01-04 12:00:00,1,21:00:00,45,-1 days +21:00:00
902,HAS,2015-01-06 06:20:00,2015-01-06 07:30:00,1,22:50:00,46,-1 days +22:50:00
903,SKR,2015-01-06 12:00:00,2015-01-06 14:00:00,1,22:00:00,46,-1 days +22:00:00
904,SKR,2015-01-06 14:00:00,2015-01-06 20:00:00,1,18:00:00,42,-1 days +18:00:00
905,SKR,2015-01-07 14:00:00,2015-01-07 17:00:00,1,21:00:00,45,-1 days +21:00:00
906,SKR,2015-01-08 14:00:00,2015-01-08 17:00:00,1,21:00:00,45,-1 days +21:00:00
907,HAS,2015-01-08 15:00:00,2015-01-08 17:00:00,1,22:00:00,46,-1 days +22:00:00
908,DJS,2015-01-09 04:00:00,2015-01-09 09:00:00,1,19:00:00,43,-1 days +19:00:00
909,SKR,2015-01-09 04:10:00,2015-01-09 08:00:00,1,20:10:00,44,-1 days +20:10:00
910,SKR,2015-01-10 20:00:00,2015-01-10 22:00:00,1,22:00:00,46,-1 days +22:00:00
911,DJS,2015-01-11 04:00:00,2015-01-11 11:00:00,1,17:00:00,41,-1 days +17:00:00
912,SKR,2015-01-11 12:20:00,2015-01-11 19:00:00,1,17:20:00,41,-1 days +17:20:00
913,SKR,2015-01-12 07:00:00,2015-01-12 10:00:00,1,21:00:00,45,-1 days +21:00:00
914,SKR,2015-01-13 09:20:00,2015-01-13 12:00:00,1,21:20:00,45,-1 days +21:20:00
915,HAS,2015-01-13 11:00:00,2015-01-13 13:00:00,1,22:00:00,46,-1 days +22:00:00
916,SKR,2015-01-14 17:00:00,2015-01-14 20:00:00,1,21:00:00,45,-1 days +21:00:00
917,SNL,2015-01-14 21:00:00,2015-01-14 23:00:00,1,22:00:00,46,-1 days +22:00:00
918,HAS,2015-01-15 17:00:00,2015-01-15 18:00:00,1,23:00:00,47,-1 days +23:00:00
919,SKR,2015-01-15 18:50:00,2015-01-15 21:00:00,1,21:50:00,45,-1 days +21:50:00
920,SKR,2015-01-16 02:00:00,2015-01-16 04:00:00,1,22:00:00,46,-1 days +22:00:00
921,DJS,2015-01-16 04:00:00,2015-01-16 07:00:00,1,21:00:00,45,-1 days +21:00:00
922,SKR,2015-01-17 22:00:00,2015-01-18 01:00:00,1,21:00:00,45,-1 days +21:00:00
923,DJS,2015-01-18 02:00:00,2015-01-18 06:00:00,1,20:00:00,44,-1 days +20:00:00
924,SKR,2015-01-18 12:20:00,2015-01-18 14:00:00,1,22:20:00,46,-1 days +22:20:00
925,SKR,2015-01-20 00:20:00,2015-01-20 05:00:00,1,19:20:00,43,-1 days +19:20:00
926,SKR,2015-01-20 09:50:00,2015-01-20 12:00:00,1,21:50:00,45,-1 days +21:50:00
927,SKR,2015-01-21 13:00:00,2015-01-21 17:00:00,1,20:00:00,44,-1 days +20:00:00
928,SKR,2015-01-22 10:20:00,2015-01-22 13:10:00,1,21:10:00,45,-1 days +21:10:00
929,HAS,2015-01-22 20:10:00,2015-01-23 09:00:00,1,11:10:00,35,-1 days +11:10:00
930,DJS,2015-01-23 04:00:00,2015-01-23 10:00:00,1,18:00:00,42,-1 days +18:00:00
931,SKR,2015-01-24 12:00:00,2015-01-24 15:00:00,1,21:00:00,45,-1 days +21:00:00
932,SKR,2015-01-24 21:00:00,2015-01-24 23:30:00,1,21:30:00,45,-1 days +21:30:00
933,DJS,2015-01-25 01:20:00,2015-01-25 07:00:00,1,18:20:00,42,-1 days +18:20:00
934,SKR,2015-01-27 00:00:00,2015-01-27 05:00:00,1,19:00:00,43,-1 days +19:00:00
935,SKR,2015-01-27 01:00:00,2015-01-27 04:00:00,1,21:00:00,45,-1 days +21:00:00
936,SKR,2015-01-27 10:00:00,2015-01-27 18:00:00,1,16:00:00,40,-1 days +16:00:00
937,SKR,2015-01-29 04:00:00,2015-01-29 08:00:00,1,20:00:00,44,-1 days +20:00:00
938,HAS,2015-01-30 01:00:00,2015-01-30 02:20:00,1,22:40:00,46,-1 days +22:40:00
939,SKR,2015-01-30 17:40:00,2015-01-30 21:00:00,1,20:40:00,44,-1 days +20:40:00
940,DJS,2015-01-31 00:00:00,2015-01-31 07:00:00,1,17:00:00,41,-1 days +17:00:00
941,SKR,2015-01-31 14:00:00,2015-01-31 17:00:00,1,21:00:00,45,-1 days +21:00:00
942,SKR,2015-02-01 09:00:00,2015-02-01 12:00:00,1,21:00:00,45,-1 days +21:00:00
943,DJS,2015-02-01 20:00:00,2015-02-02 07:00:00,1,13:00:00,37,-1 days +13:00:00
944,SKR,2015-02-03 01:00:00,2015-02-03 06:00:00,1,19:00:00,43,-1 days +19:00:00
945,HAS,2015-02-03 01:00:00,2015-02-03 03:00:00,1,22:00:00,46,-1 days +22:00:00
946,SKR,2015-02-03 12:00:00,2015-02-03 14:00:00,1,22:00:00,46,-1 days +22:00:00
947,HAS,2015-02-06 15:00:00,2015-02-06 18:00:00,1,21:00:00,45,-1 days +21:00:00
948,DJS,2015-02-06 18:00:00,2015-02-07 00:00:00,1,18:00:00,42,-1 days +18:00:00
949,DJS,2015-02-08 13:10:00,2015-02-08 16:00:00,1,21:10:00,45,-1 days +21:10:00
950,SKR,2015-02-08 13:30:00,2015-02-08 16:00:00,1,21:30:00,45,-1 days +21:30:00
951,SKR,2015-02-10 19:00:00,2015-02-11 03:00:00,1,16:00:00,40,-1 days +16:00:00
952,SKR,2015-02-10 21:00:00,2015-02-11 00:00:00,1,21:00:00,45,-1 days +21:00:00
953,HAS,2015-02-10 23:30:00,2015-02-11 03:00:00,1,20:30:00,44,-1 days +20:30:00
954,SKR,2015-02-11 15:00:00,2015-02-11 18:00:00,1,21:00:00,45,-1 days +21:00:00
